Year,Month,Day,Tair,Twat_obs,Twat_mod,Twat_obs_agg,Twat_mod_agg,Q
-999,-999,-999,8.51,5.67,7.189744750437953,-999.0,-999.0,27.63
-999,-999,-999,12.25,8.97,7.461957764232318,-999.0,-999.0,28.06
-999,-999,-999,13.61,7.4,8.23055298590795,-999.0,-999.0,27.39
-999,-999,-999,16.05,6.33,9.109787953325252,-999.0,-999.0,27.63
-999,-999,-999,12.26,8.62,8.822965571759815,-999.0,-999.0,27.73
-999,-999,-999,11.89,9.39,8.33149218808538,-999.0,-999.0,28.37
-999,-999,-999,12.71,8.6,8.22578151160572,-999.0,-999.0,29.79
-999,-999,-999,15.75,8.39,8.785944495488117,-999.0,-999.0,30.58
-999,-999,-999,14.78,8.82,9.16920971250147,-999.0,-999.0,29.01
-999,-999,-999,13.27,8.74,9.011103934937,-999.0,-999.0,29.03
-999,-999,-999,15.56,7.89,9.42693584547901,-999.0,-999.0,28.26
-999,-999,-999,14.94,8.65,9.648134250164384,-999.0,-999.0,28.72
-999,-999,-999,16.89,10.02,10.078361359599452,-999.0,-999.0,28.74
-999,-999,-999,13.75,9.95,9.769353730980534,-999.0,-999.0,28.9
-999,-999,-999,14.71,9.93,9.636135599196255,-999.0,-999.0,29.18
-999,-999,-999,14.78,8.9,9.738486563155721,-999.0,-999.0,29.15
-999,-999,-999,12.85,9.84,9.474950129963037,-999.0,-999.0,28.82
-999,-999,-999,16.57,7.98,9.938323750433197,-999.0,-999.0,30.0
-999,-999,-999,16.71,10.47,10.478546426200019,-999.0,-999.0,29.22
-999,-999,-999,16.4,11.86,10.601651898820403,-999.0,-999.0,29.84
-999,-999,-999,16.13,9.09,10.419257703157971,-999.0,-999.0,31.62
-999,-999,-999,13.97,10.11,10.10916714869024,-999.0,-999.0,29.51
-999,-999,-999,16.16,11.16,10.438136857456731,-999.0,-999.0,29.24
-999,-999,-999,16.52,12.22,10.78028440217878,-999.0,-999.0,29.9
-999,-999,-999,15.81,10.66,10.70563622624762,-999.0,-999.0,30.84
-999,-999,-999,17.29,10.55,10.845815714223395,-999.0,-999.0,31.84
-999,-999,-999,18.62,9.41,11.466290409812313,-999.0,-999.0,29.78
-999,-999,-999,21.79,11.62,12.416259240630758,-999.0,-999.0,30.59
-999,-999,-999,18.56,-999.0,12.362788219463283,-999.0,-999.0,30.16
-999,-999,-999,18.93,12.07,12.212286734934745,-999.0,-999.0,30.38
-999,-999,-999,18.46,11.91,11.882516311042925,-999.0,-999.0,33.24
-999,-999,-999,14.97,12.39,11.328551298575782,-999.0,-999.0,30.01
-999,-999,-999,18.95,12.2,11.781829894525277,-999.0,-999.0,30.72
-999,-999,-999,19.32,11.53,12.300796988169804,-999.0,-999.0,30.9
-999,-999,-999,24.32,13.3,13.432526939153384,-999.0,-999.0,31.4
-999,-999,-999,19.2,12.84,13.240015599471926,-999.0,-999.0,30.77
-999,-999,-999,20.37,12.77,13.074867029628928,-999.0,-999.0,30.93
-999,-999,-999,19.89,11.92,13.10449129228727,-999.0,-999.0,30.62
-999,-999,-999,17.81,14.33,12.701997288752287,-999.0,-999.0,30.97
-999,-999,-999,22.62,13.83,13.424019356144253,-999.0,-999.0,30.7
-999,-999,-999,22.02,12.75,13.888280546493478,-999.0,-999.0,31.25
-999,-999,-999,22.28,14.44,14.098527437197719,-999.0,-999.0,30.74
-999,-999,-999,19.06,13.08,13.58454253310324,-999.0,-999.0,31.14
-999,-999,-999,23.87,12.93,14.175659803017053,-999.0,-999.0,30.94
-999,-999,-999,18.43,13.08,13.643882080071892,-999.0,-999.0,31.72
-999,-999,-999,22.59,12.21,13.970410643713873,-999.0,-999.0,30.95
-999,-999,-999,25.97,14.58,15.17620864569064,-999.0,-999.0,30.4
-999,-999,-999,19.78,12.41,14.491025936268688,-999.0,-999.0,31.87
-999,-999,-999,20.79,13.15,14.127310608073525,-999.0,-999.0,30.63
-999,-999,-999,22.29,12.43,14.483736548445899,-999.0,-999.0,30.72
-999,-999,-999,21.25,14.55,14.538167758354163,-999.0,-999.0,30.74
-999,-999,-999,19.32,14.61,14.029710208724792,-999.0,-999.0,31.98
-999,-999,-999,22.72,14.57,14.547252796314588,-999.0,-999.0,30.33
-999,-999,-999,20.62,13.98,14.246069773289008,-999.0,-999.0,34.77
-999,-999,-999,23.85,13.98,14.787142902751516,-999.0,-999.0,31.65
-999,-999,-999,21.22,15.74,14.893388503805467,-999.0,-999.0,31.06
-999,-999,-999,26.31,14.85,15.78249026862965,-999.0,-999.0,30.9
-999,-999,-999,21.79,15.84,15.583016491133586,-999.0,-999.0,31.05
-999,-999,-999,22.86,14.76,15.406670928098965,-999.0,-999.0,31.17
-999,-999,-999,25.28,15.95,15.938938560243445,-999.0,-999.0,31.23
-999,-999,-999,21.33,17.19,15.558791180500174,-999.0,-999.0,31.13
-999,-999,-999,24.38,16.6,15.809640416574707,-999.0,-999.0,30.82
-999,-999,-999,26.68,15.72,16.632419141886974,-999.0,-999.0,30.65
-999,-999,-999,20.98,16.5,15.979259585899628,-999.0,-999.0,30.63
-999,-999,-999,24.7,16.12,16.118429421526773,-999.0,-999.0,30.56
-999,-999,-999,24.98,16.48,16.462027363405625,-999.0,-999.0,31.37
-999,-999,-999,26.15,16.26,16.853487180621293,-999.0,-999.0,30.91
-999,-999,-999,22.23,16.54,16.464285115195985,-999.0,-999.0,29.74
-999,-999,-999,22.19,17.03,16.01233223184677,-999.0,-999.0,30.84
-999,-999,-999,25.99,15.93,16.647970617292522,-999.0,-999.0,30.5
-999,-999,-999,25.65,16.01,17.12114688707914,-999.0,-999.0,30.33
-999,-999,-999,25.67,15.75,17.290909399722846,-999.0,-999.0,30.1
-999,-999,-999,25.97,15.64,17.34868631889637,-999.0,-999.0,30.96
-999,-999,-999,24.02,16.13,17.026573759541925,-999.0,-999.0,30.75
-999,-999,-999,25.95,17.61,17.299366446273602,-999.0,-999.0,29.75
-999,-999,-999,26.17,16.65,17.59433576428163,-999.0,-999.0,30.22
-999,-999,-999,24.25,18.16,17.3948927418434,-999.0,-999.0,29.54
-999,-999,-999,29.5,17.78,18.29777864072459,-999.0,-999.0,29.34
-999,-999,-999,26.81,15.87,18.461025913133547,-999.0,-999.0,29.49
-999,-999,-999,23.57,-999.0,17.59176720389602,-999.0,-999.0,30.21
-999,-999,-999,27.34,18.83,17.82747864065244,-999.0,-999.0,30.2
-999,-999,-999,24.16,17.12,17.6382263506214,-999.0,-999.0,29.79
-999,-999,-999,27.76,18.62,18.072021152584266,-999.0,-999.0,29.84
-999,-999,-999,28.58,17.43,18.688278628388836,-999.0,-999.0,29.61
-999,-999,-999,24.69,18.47,18.260879273607515,-999.0,-999.0,28.94
-999,-999,-999,28.32,17.19,18.548313086974265,-999.0,-999.0,29.36
-999,-999,-999,27.29,16.74,18.704313340277043,-999.0,-999.0,29.51
-999,-999,-999,28.16,18.23,18.861997569198444,-999.0,-999.0,29.37
-999,-999,-999,30.37,18.56,19.407990700208543,-999.0,-999.0,29.62
-999,-999,-999,26.14,18.36,18.964524279355942,-999.0,-999.0,29.12
-999,-999,-999,25.17,17.65,18.37710549868735,-999.0,-999.0,28.78
-999,-999,-999,24.94,18.51,18.078281674911093,-999.0,-999.0,29.18
-999,-999,-999,25.13,19.24,18.09813428270674,-999.0,-999.0,28.34
-999,-999,-999,26.65,19.0,18.52373759386891,-999.0,-999.0,27.88
-999,-999,-999,27.52,19.29,18.960845465781667,-999.0,-999.0,28.04
-999,-999,-999,27.43,18.5,19.181458919120825,-999.0,-999.0,27.68
-999,-999,-999,28.55,20.4,19.50084011344304,-999.0,-999.0,27.58
-999,-999,-999,26.95,18.11,19.364031152897788,-999.0,-999.0,27.67
-999,-999,-999,29.85,19.83,19.82659644419904,-999.0,-999.0,27.29
-999,-999,-999,26.43,20.58,19.52910770718025,-999.0,-999.0,27.34
-999,-999,-999,32.42,19.93,20.45151415136376,-999.0,-999.0,26.74
-999,-999,-999,28.24,-999.0,20.335769470160567,-999.0,-999.0,27.33
-999,-999,-999,25.28,19.01,19.338827616000536,-999.0,-999.0,27.09
-999,-999,-999,24.86,20.62,18.788252272279497,-999.0,-999.0,26.61
-999,-999,-999,27.96,18.21,19.195142328942737,-999.0,-999.0,27.2
-999,-999,-999,26.55,18.7,19.254155405610767,-999.0,-999.0,27.27
-999,-999,-999,28.42,19.31,19.682082360085243,-999.0,-999.0,25.97
-999,-999,-999,27.92,20.98,19.920983626020277,-999.0,-999.0,26.06
-999,-999,-999,26.82,20.16,19.726285929345398,-999.0,-999.0,25.91
-999,-999,-999,25.25,18.84,19.276234301824676,-999.0,-999.0,25.71
-999,-999,-999,23.9,19.53,18.654158017489543,-999.0,-999.0,26.45
-999,-999,-999,26.01,19.25,18.84519702263142,-999.0,-999.0,25.69
-999,-999,-999,28.58,19.18,19.68116313409503,-999.0,-999.0,25.51
-999,-999,-999,27.27,20.89,19.960014583275928,-999.0,-999.0,24.85
-999,-999,-999,24.31,18.56,19.219675926282566,-999.0,-999.0,25.7
-999,-999,-999,27.11,21.55,19.399662242809697,-999.0,-999.0,24.71
-999,-999,-999,27.49,20.79,19.791808636831373,-999.0,-999.0,25.05
-999,-999,-999,24.91,21.06,19.36830988371648,-999.0,-999.0,25.01
-999,-999,-999,26.94,19.52,19.355054521379905,-999.0,-999.0,25.67
-999,-999,-999,26.69,19.84,19.638573334783057,-999.0,-999.0,24.06
-999,-999,-999,24.23,18.56,19.3014898107253,-999.0,-999.0,23.6
-999,-999,-999,27.18,19.47,19.53383763724905,-999.0,-999.0,24.31
-999,-999,-999,27.52,20.49,19.74222432998113,-999.0,-999.0,25.51
-999,-999,-999,28.5,21.29,20.05655178660333,-999.0,-999.0,24.74
-999,-999,-999,28.37,18.89,20.360263764260186,-999.0,-999.0,23.83
-999,-999,-999,23.43,19.62,19.469825567026895,-999.0,-999.0,23.34
-999,-999,-999,24.24,-999.0,18.868956927012647,-999.0,-999.0,23.88
-999,-999,-999,27.06,18.57,19.477631954548276,-999.0,-999.0,22.83
-999,-999,-999,26.98,20.55,19.882624310854222,-999.0,-999.0,23.32
-999,-999,-999,26.89,-999.0,19.94089186332536,-999.0,-999.0,23.17
-999,-999,-999,33.48,19.72,21.33819591836171,-999.0,-999.0,23.41
-999,-999,-999,26.82,19.45,20.577862930690177,-999.0,-999.0,25.52
-999,-999,-999,27.86,19.09,20.21825491128572,-999.0,-999.0,22.59
-999,-999,-999,27.39,19.84,20.367244560645666,-999.0,-999.0,21.98
-999,-999,-999,26.69,19.61,20.21937718433492,-999.0,-999.0,22.02
-999,-999,-999,24.65,19.42,19.734055356755352,-999.0,-999.0,21.27
-999,-999,-999,26.69,19.03,19.859178959673017,-999.0,-999.0,21.39
-999,-999,-999,23.51,20.05,19.36393215382807,-999.0,-999.0,21.33
-999,-999,-999,24.47,21.34,19.127854827245518,-999.0,-999.0,21.11
-999,-999,-999,23.86,19.79,18.99292452152988,-999.0,-999.0,21.25
-999,-999,-999,24.87,20.6,19.17022765537435,-999.0,-999.0,20.66
-999,-999,-999,29.21,18.17,20.18415825401742,-999.0,-999.0,21.58
-999,-999,-999,20.73,19.68,19.041363355541534,-999.0,-999.0,20.66
-999,-999,-999,25.7,18.37,19.034407898016635,-999.0,-999.0,20.48
-999,-999,-999,20.97,17.94,18.496365103659393,-999.0,-999.0,20.16
-999,-999,-999,23.12,18.63,18.328075681431887,-999.0,-999.0,20.22
-999,-999,-999,26.11,20.5,19.125143412471626,-999.0,-999.0,20.48
-999,-999,-999,23.92,20.21,19.267494916332048,-999.0,-999.0,19.45
-999,-999,-999,21.49,19.44,18.562641514591316,-999.0,-999.0,19.35
-999,-999,-999,22.07,17.6,18.221042372845343,-999.0,-999.0,19.32
-999,-999,-999,24.72,18.88,18.86163417581351,-999.0,-999.0,18.8
-999,-999,-999,21.75,19.31,18.637464732657442,-999.0,-999.0,18.78
-999,-999,-999,23.49,19.12,18.63964406110416,-999.0,-999.0,18.74
-999,-999,-999,22.99,17.03,18.594139169392278,-999.0,-999.0,19.33
-999,-999,-999,21.44,17.91,18.176006865367505,-999.0,-999.0,18.75
-999,-999,-999,26.87,18.66,19.21907770488878,-999.0,-999.0,18.55
-999,-999,-999,23.69,19.19,19.2922757823221,-999.0,-999.0,18.81
-999,-999,-999,18.21,16.38,17.72075467491154,-999.0,-999.0,18.05
-999,-999,-999,22.47,18.33,17.695063610695502,-999.0,-999.0,18.17
-999,-999,-999,20.6,18.55,17.73697267821148,-999.0,-999.0,17.74
-999,-999,-999,23.46,19.18,18.22515651521538,-999.0,-999.0,17.77
-999,-999,-999,20.0,18.94,17.89748360530291,-999.0,-999.0,17.21
-999,-999,-999,21.18,18.74,17.806072673239715,-999.0,-999.0,16.6
-999,-999,-999,22.25,17.27,18.115373777516794,-999.0,-999.0,17.08
-999,-999,-999,22.79,16.07,18.228327499733307,-999.0,-999.0,18.02
-999,-999,-999,18.48,17.49,17.264413863299037,-999.0,-999.0,17.42
-999,-999,-999,20.03,18.79,16.910709207835225,-999.0,-999.0,17.29
-999,-999,-999,19.57,19.09,16.836638194446326,-999.0,-999.0,17.37
-999,-999,-999,19.03,18.31,16.738229788293822,-999.0,-999.0,16.41
-999,-999,-999,23.68,17.93,17.862417461163297,-999.0,-999.0,16.32
-999,-999,-999,20.77,17.78,18.059053028792025,-999.0,-999.0,15.8
-999,-999,-999,17.25,16.74,16.890491153717257,-999.0,-999.0,15.77
-999,-999,-999,21.42,17.06,17.107173218810612,-999.0,-999.0,16.13
-999,-999,-999,23.63,18.75,18.09091342389599,-999.0,-999.0,16.45
-999,-999,-999,21.26,16.03,18.161685308212554,-999.0,-999.0,15.41
-999,-999,-999,15.96,18.48,16.64235585618391,-999.0,-999.0,15.13
-999,-999,-999,17.84,16.44,16.03599922496562,-999.0,-999.0,15.19
-999,-999,-999,21.14,17.97,16.86357646187736,-999.0,-999.0,15.4
-999,-999,-999,17.0,15.13,16.550510168857826,-999.0,-999.0,14.4
-999,-999,-999,19.1,17.01,16.60990895709284,-999.0,-999.0,14.1
-999,-999,-999,19.56,15.57,16.941001687563766,-999.0,-999.0,14.41
-999,-999,-999,15.96,14.77,16.142407891280165,-999.0,-999.0,14.06
-999,-999,-999,17.49,16.29,15.852717887720036,-999.0,-999.0,14.16
-999,-999,-999,10.93,16.96,14.177316013598716,-999.0,-999.0,14.18
-999,-999,-999,15.16,14.98,14.014346726192043,-999.0,-999.0,13.93
-999,-999,-999,16.5,14.21,14.639292395689813,-999.0,-999.0,15.07
-999,-999,-999,14.31,15.49,14.449083987263188,-999.0,-999.0,14.06
-999,-999,-999,19.86,15.37,15.665790134401394,-999.0,-999.0,13.93
-999,-999,-999,13.53,15.89,14.976694441384549,-999.0,-999.0,14.01
-999,-999,-999,15.31,16.16,14.583706484336744,-999.0,-999.0,13.1
-999,-999,-999,16.24,15.03,14.807935982177828,-999.0,-999.0,14.1
-999,-999,-999,18.66,16.81,15.672820768418775,-999.0,-999.0,13.27
-999,-999,-999,12.7,15.05,14.59078519897816,-999.0,-999.0,13.6
-999,-999,-999,17.69,14.35,14.993866865415644,-999.0,-999.0,12.68
-999,-999,-999,15.18,12.96,15.150747343932329,-999.0,-999.0,12.45
-999,-999,-999,12.99,14.18,14.081013562657542,-999.0,-999.0,13.39
-999,-999,-999,15.67,13.97,14.18900253039064,-999.0,-999.0,12.99
-999,-999,-999,14.93,15.14,14.487735494668073,-999.0,-999.0,12.33
-999,-999,-999,13.13,14.51,14.017917361363404,-999.0,-999.0,12.24
-999,-999,-999,14.26,12.73,13.748863214022272,-999.0,-999.0,13.26
-999,-999,-999,13.15,13.95,13.63266881688338,-999.0,-999.0,11.96
-999,-999,-999,13.94,14.31,13.44796519207855,-999.0,-999.0,13.6
-999,-999,-999,14.83,15.03,13.89418008210711,-999.0,-999.0,11.88
-999,-999,-999,16.47,14.26,14.585853000698787,-999.0,-999.0,12.54
-999,-999,-999,10.62,14.0,13.382677501891948,-999.0,-999.0,11.93
-999,-999,-999,17.16,13.16,14.053059125243344,-999.0,-999.0,12.36
-999,-999,-999,8.79,13.35,12.800553155662936,-999.0,-999.0,11.69
-999,-999,-999,12.18,14.07,12.319154519635447,-999.0,-999.0,11.78
-999,-999,-999,13.46,11.35,12.94796028330408,-999.0,-999.0,11.81
-999,-999,-999,12.65,12.2,13.126716162008828,-999.0,-999.0,11.33
-999,-999,-999,10.64,11.64,12.356945348741952,-999.0,-999.0,12.11
-999,-999,-999,11.27,12.65,12.092613797077792,-999.0,-999.0,11.38
-999,-999,-999,10.5,13.37,11.903220976214413,-999.0,-999.0,11.44
-999,-999,-999,10.11,11.4,11.66445404324773,-999.0,-999.0,11.1
-999,-999,-999,12.8,9.47,12.4081875188255,-999.0,-999.0,10.72
-999,-999,-999,11.62,11.31,12.518160482489526,-999.0,-999.0,11.3
-999,-999,-999,9.32,12.5,11.210949866710573,-999.0,-999.0,13.68
-999,-999,-999,12.31,11.99,11.48669383663944,-999.0,-999.0,11.78
-999,-999,-999,10.94,11.74,11.815839072900914,-999.0,-999.0,11.25
-999,-999,-999,11.76,10.9,12.015499942923393,-999.0,-999.0,11.1
-999,-999,-999,11.21,9.76,11.986153443555231,-999.0,-999.0,11.2
-999,-999,-999,8.1,11.42,10.91528100324053,-999.0,-999.0,11.47
-999,-999,-999,8.45,9.93,10.397446485284268,-999.0,-999.0,10.68
-999,-999,-999,10.89,12.81,10.81636937345663,-999.0,-999.0,11.85
-999,-999,-999,10.43,11.06,11.056974848082685,-999.0,-999.0,11.51
-999,-999,-999,8.99,-999.0,10.658651043178041,-999.0,-999.0,11.49
-999,-999,-999,9.09,9.61,10.39690632044322,-999.0,-999.0,11.29
-999,-999,-999,11.23,10.0,10.998134468921084,-999.0,-999.0,11.04
-999,-999,-999,7.32,9.72,10.24113740710799,-999.0,-999.0,11.42
-999,-999,-999,9.42,10.94,10.063989200746596,-999.0,-999.0,11.35
-999,-999,-999,7.75,9.88,9.891458314493514,-999.0,-999.0,10.84
-999,-999,-999,7.55,8.83,9.598167398306924,-999.0,-999.0,10.75
-999,-999,-999,10.02,11.32,10.132747420536914,-999.0,-999.0,11.05
-999,-999,-999,9.31,9.35,10.122430804414492,-999.0,-999.0,12.17
-999,-999,-999,9.12,9.94,10.17185214739047,-999.0,-999.0,10.55
-999,-999,-999,9.95,8.43,10.550440824082091,-999.0,-999.0,10.5
-999,-999,-999,7.22,9.28,9.815608853299507,-999.0,-999.0,11.12
-999,-999,-999,8.39,9.1,9.510584198384176,-999.0,-999.0,11.07
-999,-999,-999,6.25,6.77,8.923060280100351,-999.0,-999.0,11.16
-999,-999,-999,7.37,10.55,8.752569565502563,-999.0,-999.0,11.22
-999,-999,-999,6.31,9.7,8.55901482205704,-999.0,-999.0,11.01
-999,-999,-999,6.62,7.89,8.213311666068313,-999.0,-999.0,12.25
-999,-999,-999,7.47,7.07,8.583136191340413,-999.0,-999.0,10.62
-999,-999,-999,4.5,8.4,8.010469783804643,-999.0,-999.0,10.86
-999,-999,-999,10.19,8.02,8.999086960555335,-999.0,-999.0,11.19
-999,-999,-999,3.85,8.17,8.235023575633111,-999.0,-999.0,10.72
-999,-999,-999,3.31,7.89,6.937492094999428,-999.0,-999.0,11.24
-999,-999,-999,7.92,8.09,7.492907454806061,-999.0,-999.0,12.66
-999,-999,-999,7.06,-999.0,8.103564832555632,-999.0,-999.0,11.42
-999,-999,-999,6.6,7.92,8.090227667601841,-999.0,-999.0,11.59
-999,-999,-999,6.49,6.19,8.065510247452362,-999.0,-999.0,11.05
-999,-999,-999,5.09,8.49,7.617735650100139,-999.0,-999.0,11.31
-999,-999,-999,3.2,8.66,6.692056412269738,-999.0,-999.0,11.46
-999,-999,-999,5.04,10.07,6.661072723192206,-999.0,-999.0,11.55
-999,-999,-999,3.42,5.69,6.215719251324018,-999.0,-999.0,12.66
-999,-999,-999,6.62,6.95,6.75313082824648,-999.0,-999.0,12.15
-999,-999,-999,4.27,4.52,6.811787055338927,-999.0,-999.0,11.47
-999,-999,-999,2.81,7.06,6.032457542814443,-999.0,-999.0,12.1
-999,-999,-999,3.72,5.86,5.773287870944131,-999.0,-999.0,12.32
-999,-999,-999,5.1,8.23,6.068251182491795,-999.0,-999.0,12.89
-999,-999,-999,3.05,5.44,5.6193098951935365,-999.0,-999.0,13.4
-999,-999,-999,2.45,4.43,5.2573773201143235,-999.0,-999.0,11.88
-999,-999,-999,4.5,5.55,5.730050200941908,-999.0,-999.0,12.04
-999,-999,-999,4.42,3.96,6.090322347230264,-999.0,-999.0,11.99
-999,-999,-999,2.84,6.6,5.648621395650205,-999.0,-999.0,12.44
-999,-999,-999,2.83,3.69,5.19081922305133,-999.0,-999.0,12.9
-999,-999,-999,4.17,5.7,5.299997257045028,-999.0,-999.0,13.37
-999,-999,-999,0.74,3.51,4.608420107580039,-999.0,-999.0,12.8
-999,-999,-999,0.76,5.19,4.009591613184545,-999.0,-999.0,12.79
-999,-999,-999,2.07,7.07,4.141197851474427,-999.0,-999.0,13.12
-999,-999,-999,3.03,5.71,4.624077725671991,-999.0,-999.0,12.8
-999,-999,-999,4.02,4.41,4.791017720873369,-999.0,-999.0,15.09
-999,-999,-999,6.3,-999.0,5.766012306452228,-999.0,-999.0,12.81
-999,-999,-999,5.01,5.15,6.022208822890408,-999.0,-999.0,13.57
-999,-999,-999,2.94,5.53,5.01996566768834,-999.0,-999.0,15.34
-999,-999,-999,3.18,3.63,4.660246382587945,-999.0,-999.0,13.71
