Date,T_air,T_water,Discharge
2018-08-12,20.97,17.94,20.16
2018-08-13,23.12,18.63,20.22
2018-08-14,26.11,20.5,20.48
2018-08-15,23.92,20.21,19.45
2018-08-16,21.49,19.44,19.35
2018-08-17,22.07,17.6,19.32
2018-08-18,24.72,18.88,18.8
2018-08-19,21.75,19.31,18.78
2018-08-20,23.49,19.12,18.74
2018-08-21,22.99,17.03,19.33
2018-08-22,21.44,17.91,18.75
2018-08-23,26.87,18.66,18.55
2018-08-24,23.69,19.19,18.81
2018-08-25,18.21,16.38,18.05
2018-08-26,22.47,18.33,18.17
2018-08-27,20.6,18.55,17.74
2018-08-28,23.46,19.18,17.77
2018-08-29,20.0,18.94,17.21
2018-08-30,21.18,18.74,16.6
2018-08-31,22.25,17.27,17.08
2018-09-01,22.79,16.07,18.02
2018-09-02,18.48,17.49,17.42
2018-09-03,20.03,18.79,17.29
2018-09-04,19.57,19.09,17.37
2018-09-05,19.03,18.31,16.41
2018-09-06,23.68,17.93,16.32
2018-09-07,20.77,17.78,15.8
2018-09-08,17.25,16.74,15.77
2018-09-09,21.42,17.06,16.13
2018-09-10,23.63,18.75,16.45
2018-09-11,21.26,16.03,15.41
2018-09-12,15.96,18.48,15.13
2018-09-13,17.84,16.44,15.19
2018-09-14,21.14,17.97,15.4
2018-09-15,17.0,15.13,14.4
2018-09-16,19.1,17.01,14.1
2018-09-17,19.56,15.57,14.41
2018-09-18,15.96,14.77,14.06
2018-09-19,17.49,16.29,14.16
2018-09-20,10.93,16.96,14.18
2018-09-21,15.16,14.98,13.93
2018-09-22,16.5,14.21,15.07
2018-09-23,14.31,15.49,14.06
2018-09-24,19.86,15.37,13.93
2018-09-25,13.53,15.89,14.01
2018-09-26,15.31,16.16,13.1
2018-09-27,16.24,15.03,14.1
2018-09-28,18.66,16.81,13.27
2018-09-29,12.7,15.05,13.6
2018-09-30,17.69,14.35,12.68
2018-10-01,15.18,12.96,12.45
2018-10-02,12.99,14.18,13.39
2018-10-03,15.67,13.97,12.99
2018-10-04,14.93,15.14,12.33
2018-10-05,13.13,14.51,12.24
2018-10-06,14.26,12.73,13.26
2018-10-07,13.15,13.95,11.96
2018-10-08,13.94,14.31,13.6
2018-10-09,14.83,15.03,11.88
2018-10-10,16.47,14.26,12.54
2018-10-11,10.62,14.0,11.93
2018-10-12,17.16,13.16,12.36
2018-10-13,8.79,13.35,11.69
2018-10-14,12.18,14.07,11.78
2018-10-15,13.46,11.35,11.81
2018-10-16,12.65,12.2,11.33
2018-10-17,10.64,11.64,12.11
2018-10-18,11.27,12.65,11.38
2018-10-19,10.5,13.37,11.44
2018-10-20,10.11,11.4,11.1
2018-10-21,12.8,9.47,10.72
2018-10-22,11.62,11.31,11.3
2018-10-23,9.32,12.5,13.68
2018-10-24,12.31,11.99,11.78
2018-10-25,10.94,11.74,11.25
2018-10-26,11.76,10.9,11.1
2018-10-27,11.21,9.76,11.2
2018-10-28,8.1,11.42,11.47
2018-10-29,8.45,9.93,10.68
2018-10-30,10.89,12.81,11.85
2018-10-31,10.43,11.06,11.51
2018-11-01,8.99,-999.0,11.49
2018-11-02,9.09,9.61,11.29
2018-11-03,11.23,10.0,11.04
2018-11-04,7.32,9.72,11.42
2018-11-05,9.42,10.94,11.35
2018-11-06,7.75,9.88,10.84
2018-11-07,7.55,8.83,10.75
2018-11-08,10.02,11.32,11.05
2018-11-09,9.31,9.35,12.17
2018-11-10,9.12,9.94,10.55
2018-11-11,9.95,8.43,10.5
2018-11-12,7.22,9.28,11.12
2018-11-13,8.39,9.1,11.07
2018-11-14,6.25,6.77,11.16
2018-11-15,7.37,10.55,11.22
2018-11-16,6.31,9.7,11.01
2018-11-17,6.62,7.89,12.25
2018-11-18,7.47,7.07,10.62
2018-11-19,4.5,8.4,10.86
2018-11-20,10.19,8.02,11.19
2018-11-21,3.85,8.17,10.72
2018-11-22,3.31,7.89,11.24
2018-11-23,7.92,8.09,12.66
2018-11-24,7.06,-999.0,11.42
2018-11-25,6.6,7.92,11.59
2018-11-26,6.49,6.19,11.05
2018-11-27,5.09,8.49,11.31
2018-11-28,3.2,8.66,11.46
2018-11-29,5.04,10.07,11.55
2018-11-30,3.42,5.69,12.66
2018-12-01,6.62,6.95,12.15
2018-12-02,4.27,4.52,11.47
2018-12-03,2.81,7.06,12.1
2018-12-04,3.72,5.86,12.32
2018-12-05,5.1,8.23,12.89
2018-12-06,3.05,5.44,13.4
2018-12-07,2.45,4.43,11.88
2018-12-08,4.5,5.55,12.04
2018-12-09,4.42,3.96,11.99
2018-12-10,2.84,6.6,12.44
2018-12-11,2.83,3.69,12.9
2018-12-12,4.17,5.7,13.37
2018-12-13,0.74,3.51,12.8
2018-12-14,0.76,5.19,12.79
2018-12-15,2.07,7.07,13.12
2018-12-16,3.03,5.71,12.8
2018-12-17,4.02,4.41,15.09
2018-12-18,6.3,-999.0,12.81
2018-12-19,5.01,5.15,13.57
2018-12-20,2.94,5.53,15.34
2018-12-21,3.18,3.63,13.71
2018-12-22,1.17,5.52,13.73
2018-12-23,3.11,2.16,13.78
2018-12-24,2.54,4.17,13.98
2018-12-25,3.73,4.26,15.18
2018-12-26,1.41,5.32,13.65
2018-12-27,4.08,4.65,15.6
2018-12-28,6.09,3.17,14.07
2018-12-29,2.8,3.54,14.59
2018-12-30,3.81,4.68,14.65
2018-12-31,4.38,4.36,15.33
2019-01-01,2.2,3.81,14.57
2019-01-02,3.45,3.87,15.52
2019-01-03,3.03,5.01,17.16
2019-01-04,3.21,3.76,15.05
2019-01-05,1.48,4.15,15.79
2019-01-06,3.09,6.38,15.56
2019-01-07,4.06,2.75,16.22
2019-01-08,5.99,2.3,16.15
2019-01-09,5.03,4.91,16.01
2019-01-10,7.45,3.42,16.72
2019-01-11,1.64,3.76,18.06
2019-01-12,4.96,3.28,16.66
2019-01-13,3.62,3.79,17.34
2019-01-14,7.68,5.63,16.59
2019-01-15,1.73,4.82,16.84
2019-01-16,1.72,4.87,17.65
2019-01-17,2.25,2.59,18.64
2019-01-18,-0.74,2.85,17.9
2019-01-19,2.52,1.16,17.72
2019-01-20,2.12,3.19,18.03
2019-01-21,4.0,4.96,17.73
2019-01-22,4.46,4.53,18.72
2019-01-23,7.6,3.8,19.08
2019-01-24,5.83,4.0,18.49
2019-01-25,2.86,3.35,18.66
2019-01-26,2.3,4.26,19.18
2019-01-27,5.17,4.84,19.01
2019-01-28,1.63,2.47,19.34
2019-01-29,8.03,4.41,21.4
2019-01-30,6.82,5.07,19.6
2019-01-31,3.63,3.75,19.72
2019-02-01,1.24,4.89,19.78
2019-02-02,7.48,7.04,20.68
2019-02-03,4.66,4.15,20.31
2019-02-04,7.47,4.69,20.29
2019-02-05,1.92,3.59,21.68
2019-02-06,4.03,4.55,21.95
2019-02-07,5.36,4.87,20.83
2019-02-08,5.57,4.65,20.65
2019-02-09,4.7,3.49,22.09
2019-02-10,6.98,4.76,21.31
2019-02-11,3.73,6.07,22.26
2019-02-12,5.72,5.11,21.32
2019-02-13,6.38,5.68,22.68
2019-02-14,7.31,4.54,21.83
2019-02-15,7.85,5.58,22.9
2019-02-16,4.32,5.17,22.64
2019-02-17,3.65,4.01,22.42
2019-02-18,9.42,5.34,22.78
2019-02-19,7.69,4.1,23.54
2019-02-20,5.68,4.53,23.36
2019-02-21,10.44,5.43,23.81
2019-02-22,7.73,-999.0,25.32
2019-02-23,10.02,4.2,23.26
2019-02-24,7.96,6.52,25.21
2019-02-25,12.11,6.12,24.18
2019-02-26,11.67,4.93,23.93
2019-02-27,7.83,4.18,23.97
2019-02-28,10.44,5.66,24.53
2019-03-01,9.97,5.44,25.36
2019-03-02,11.59,6.09,24.87
2019-03-03,7.1,5.71,26.22
2019-03-04,10.58,4.16,24.73
2019-03-05,11.51,5.87,25.4
2019-03-06,6.06,6.05,25.09
2019-03-07,7.39,7.09,25.91
2019-03-08,5.87,5.86,26.42
2019-03-09,9.6,8.33,25.82
2019-03-10,11.76,4.85,25.43
2019-03-11,13.52,8.17,26.41
2019-03-12,10.86,6.75,26.7
2019-03-13,14.16,7.94,26.82
2019-03-14,8.34,7.27,27.59
2019-03-15,7.89,8.44,26.46
2019-03-16,11.38,7.02,27.42
2019-03-17,12.45,6.42,27.97
2019-03-18,11.82,9.06,26.7
2019-03-19,7.95,7.64,27.59
2019-03-20,12.11,8.09,27.33
2019-03-21,9.88,9.22,27.64
2019-03-22,14.03,7.08,28.0
2019-03-23,13.63,8.83,27.72
2019-03-24,11.22,7.76,27.77
2019-03-25,12.27,8.34,28.19
2019-03-26,11.39,8.67,27.88
2019-03-27,13.59,7.22,27.99
2019-03-28,15.83,8.07,28.93
2019-03-29,12.15,10.33,28.2
2019-03-30,15.34,9.99,29.14
2019-03-31,13.47,9.17,29.12
2019-04-01,13.16,9.61,28.38
2019-04-02,14.73,9.2,28.78
2019-04-03,13.08,10.98,29.98
2019-04-04,14.25,9.56,28.88
2019-04-05,13.17,10.12,29.15
2019-04-06,19.7,11.17,29.71
2019-04-07,16.05,9.38,30.02
2019-04-08,14.79,11.85,29.51
2019-04-09,16.82,8.9,29.46
2019-04-10,16.37,12.19,30.84
2019-04-11,16.36,10.32,31.27
2019-04-12,18.23,10.59,30.59
2019-04-13,18.72,9.08,30.08
2019-04-14,16.35,10.65,29.77
2019-04-15,16.46,10.2,29.84
2019-04-16,17.26,10.77,30.54
2019-04-17,13.41,11.38,30.54
2019-04-18,15.18,12.61,31.38
2019-04-19,21.15,12.0,30.81
2019-04-20,21.9,12.24,29.96
2019-04-21,18.31,10.97,31.23
2019-04-22,20.15,11.33,30.19
2019-04-23,19.82,14.14,30.46
2019-04-24,25.55,11.75,30.81
2019-04-25,21.82,14.28,32.43
2019-04-26,19.51,12.51,34.49
2019-04-27,18.05,12.9,31.15
2019-04-28,16.93,14.1,30.74
2019-04-29,20.74,14.44,31.17
2019-04-30,19.0,13.19,31.45
2019-05-01,17.85,13.05,30.76
2019-05-02,19.59,13.52,32.39
2019-05-03,18.9,14.05,31.07
2019-05-04,24.61,14.73,31.25
2019-05-05,23.18,13.98,31.37
2019-05-06,21.57,14.73,31.22
2019-05-07,24.72,15.88,31.52
2019-05-08,22.08,14.76,30.73
2019-05-09,20.37,14.82,30.76
2019-05-10,25.31,13.12,30.57
2019-05-11,23.5,12.13,31.24
2019-05-12,20.51,15.28,31.46
2019-05-13,22.36,14.93,31.23
2019-05-14,21.15,14.63,32.27
2019-05-15,20.29,15.52,30.94
2019-05-16,25.06,15.34,31.32
2019-05-17,27.18,16.65,30.48
2019-05-18,20.71,15.73,30.7
2019-05-19,24.77,15.02,31.26
2019-05-20,22.49,16.88,31.34
2019-05-21,22.95,15.79,30.64
2019-05-22,22.88,16.66,30.71
2019-05-23,22.47,15.77,30.17
2019-05-24,24.43,15.71,30.49
2019-05-25,22.8,16.56,31.17
2019-05-26,25.13,16.6,30.9
2019-05-27,24.61,17.18,30.8
2019-05-28,24.35,16.54,30.48
2019-05-29,23.13,15.09,30.4
2019-05-30,23.91,16.6,30.06
2019-05-31,26.68,17.93,30.69
2019-06-01,26.28,16.94,30.44
2019-06-02,23.43,17.1,30.42
2019-06-03,25.68,18.43,29.84
2019-06-04,27.09,16.83,29.34
2019-06-05,22.34,16.1,30.65
2019-06-06,26.86,17.58,29.63
2019-06-07,24.54,17.35,29.41
2019-06-08,27.09,16.96,30.09
2019-06-09,24.5,17.85,29.41
2019-06-10,22.5,18.6,30.2
2019-06-11,22.93,18.19,29.77
2019-06-12,26.36,18.59,29.72
2019-06-13,26.85,20.18,28.72
2019-06-14,24.59,18.11,29.95
2019-06-15,27.74,18.81,29.15
2019-06-16,23.2,18.1,28.74
2019-06-17,26.44,17.84,28.88
2019-06-18,24.21,18.18,28.11
2019-06-19,25.37,18.36,28.81
2019-06-20,26.82,19.26,28.07
2019-06-21,25.04,21.32,27.86
2019-06-22,26.04,18.32,27.7
2019-06-23,28.85,18.69,28.86
2019-06-24,25.72,19.1,27.72
2019-06-25,28.57,19.62,29.02
2019-06-26,24.67,19.55,27.51
2019-06-27,28.01,20.62,27.04
2019-06-28,29.85,16.97,27.06
2019-06-29,22.03,17.06,28.21
2019-06-30,25.4,19.0,27.15
2019-07-01,28.15,20.64,26.84
2019-07-02,26.59,18.02,27.03
2019-07-03,27.74,16.62,27.09
2019-07-04,25.79,20.24,27.42
2019-07-05,27.16,19.95,27.59
2019-07-06,26.67,18.65,26.22
2019-07-07,29.3,18.79,25.75
2019-07-08,27.46,18.84,25.9
2019-07-09,27.6,19.95,26.08
2019-07-10,26.08,19.24,25.4
2019-07-11,25.9,20.38,25.26
2019-07-12,25.97,17.05,25.67
2019-07-13,27.59,19.07,25.3
2019-07-14,25.92,18.82,25.19
2019-07-15,27.3,19.7,24.7
2019-07-16,30.83,19.44,24.75
2019-07-17,28.37,20.78,24.33
2019-07-18,25.92,18.13,25.1
2019-07-19,28.92,20.04,25.05
2019-07-20,25.64,20.56,23.61
2019-07-21,22.32,21.86,23.68
2019-07-22,24.31,19.52,23.36
2019-07-23,22.52,20.32,23.44
2019-07-24,25.48,18.18,23.51
2019-07-25,26.15,17.59,22.87
2019-07-26,29.38,20.81,22.85
2019-07-27,26.6,19.95,22.66
2019-07-28,25.42,21.12,22.99
2019-07-29,27.43,18.55,22.75
2019-07-30,21.26,20.42,22.24
2019-07-31,26.06,21.74,22.47
2019-08-01,27.03,20.27,21.96
2019-08-02,22.43,20.1,21.9
2019-08-03,27.57,19.8,23.17
2019-08-04,25.85,18.19,22.64
2019-08-05,24.23,21.08,21.04
2019-08-06,26.21,19.08,21.86
2019-08-07,29.37,20.15,21.67
2019-08-08,25.07,18.05,20.56
2019-08-09,25.08,18.39,21.33
2019-08-10,23.54,20.95,21.81
2019-08-11,22.63,19.12,20.05
2019-08-12,25.86,20.87,19.94
2019-08-13,22.35,19.29,20.8
2019-08-14,24.07,17.47,20.11
2019-08-15,22.83,20.15,20.12
2019-08-16,24.61,18.61,19.81
2019-08-17,24.17,19.83,19.67
2019-08-18,25.43,19.1,18.8
2019-08-19,22.19,17.46,19.81
2019-08-20,22.52,19.1,19.74
2019-08-21,20.94,21.07,18.67
2019-08-22,21.86,19.29,18.59
2019-08-23,23.34,18.67,17.91
2019-08-24,23.94,19.72,18.57
2019-08-25,20.42,18.78,18.45
2019-08-26,23.83,18.7,17.92
2019-08-27,24.64,17.32,18.54
2019-08-28,22.58,18.56,17.47
2019-08-29,25.34,19.28,17.79
2019-08-30,19.86,17.32,16.9
2019-08-31,18.75,19.49,17.13
2019-09-01,17.5,17.88,16.9
2019-09-02,23.87,17.0,16.95
2019-09-03,22.01,18.79,16.5
2019-09-04,20.41,17.41,16.45
2019-09-05,20.89,18.36,16.88
2019-09-06,17.9,17.2,16.02
2019-09-07,24.85,17.34,15.51
2019-09-08,20.03,17.79,17.31
2019-09-09,19.8,17.48,16.76
2019-09-10,20.84,15.09,15.14
2019-09-11,20.16,15.86,15.89
2019-09-12,19.45,17.8,15.11
2019-09-13,17.23,16.63,15.33
2019-09-14,19.55,16.12,15.21
2019-09-15,22.18,15.18,14.8
2019-09-16,20.9,15.34,14.46
2019-09-17,21.2,14.28,14.35
2019-09-18,16.79,16.09,14.15
2019-09-19,15.63,15.47,14.04
2019-09-20,17.16,14.98,14.22
2019-09-21,17.32,15.76,13.83
2019-09-22,19.19,16.07,14.41
2019-09-23,13.42,17.68,14.99
2019-09-24,19.66,13.95,13.51
2019-09-25,16.08,16.5,13.77
2019-09-26,15.33,16.19,13.81
2019-09-27,13.96,-999.0,13.68
2019-09-28,12.46,15.16,13.34
2019-09-29,17.21,14.37,13.65
2019-09-30,15.51,14.89,13.36
2019-10-01,12.58,16.08,12.52
2019-10-02,12.36,15.04,13.43
2019-10-03,14.07,14.82,13.34
2019-10-04,17.87,13.75,12.37
2019-10-05,13.81,12.56,12.61
2019-10-06,11.12,13.7,12.91
2019-10-07,13.43,14.98,12.31
2019-10-08,13.17,12.11,13.04
2019-10-09,8.11,12.45,14.5
2019-10-10,13.19,13.5,11.83
2019-10-11,12.64,12.25,11.58
2019-10-12,14.29,12.31,12.17
2019-10-13,16.39,12.54,12.36
2019-10-14,14.74,11.46,11.75
2019-10-15,11.75,11.71,12.86
2019-10-16,9.87,13.25,11.24
2019-10-17,17.03,11.11,12.08
2019-10-18,11.81,-999.0,11.34
2019-10-19,11.52,11.51,12.91
2019-10-20,11.24,12.73,13.2
2019-10-21,11.49,11.67,11.12
2019-10-22,10.61,11.26,11.15
2019-10-23,9.56,11.63,11.88
2019-10-24,9.42,9.7,11.12
2019-10-25,10.26,11.81,11.24
2019-10-26,9.05,11.56,11.23
2019-10-27,8.52,10.63,10.57
2019-10-28,9.97,11.91,11.15
2019-10-29,9.07,9.64,10.83
2019-10-30,12.4,11.76,10.88
2019-10-31,3.91,10.65,12.14
2019-11-01,11.21,10.02,10.59
2019-11-02,11.34,10.2,11.54
2019-11-03,4.53,9.98,10.9
2019-11-04,7.82,11.18,10.89
2019-11-05,7.58,8.75,11.49
2019-11-06,5.34,8.93,11.19
2019-11-07,6.43,10.6,11.33
2019-11-08,5.6,8.83,11.62
2019-11-09,11.16,10.2,10.85
2019-11-10,9.37,10.87,10.75
2019-11-11,9.88,8.64,10.6
2019-11-12,8.62,9.6,10.7
2019-11-13,4.76,7.63,14.42
2019-11-14,5.82,9.42,11.93
2019-11-15,7.7,8.74,10.6
2019-11-16,4.13,8.89,10.63
2019-11-17,7.85,7.65,11.41
2019-11-18,5.8,6.51,11.49
2019-11-19,5.39,8.55,11.52
2019-11-20,7.42,5.87,11.12
2019-11-21,6.76,7.5,11.22
2019-11-22,5.01,8.64,11.5
2019-11-23,7.92,7.77,11.41
2019-11-24,3.32,9.41,10.74
2019-11-25,6.58,8.38,11.35
2019-11-26,6.42,6.59,11.17
2019-11-27,4.49,7.16,11.66
2019-11-28,5.65,6.98,15.08
2019-11-29,2.38,5.33,11.89
2019-11-30,6.62,5.87,11.61
2019-12-01,4.3,6.15,12.41
2019-12-02,3.52,4.57,12.17
2019-12-03,6.56,6.55,12.2
2019-12-04,2.96,6.16,12.4
2019-12-05,1.46,4.63,13.92
2019-12-06,1.07,6.62,11.77
2019-12-07,5.31,6.83,12.55
2019-12-08,1.45,6.25,12.0
2019-12-09,7.44,5.61,12.78
2019-12-10,-0.31,6.44,12.18
2019-12-11,7.17,6.44,12.45
2019-12-12,4.13,5.98,12.6
2019-12-13,3.44,4.76,13.46
2019-12-14,2.48,5.78,13.52
2019-12-15,4.31,6.62,12.57
2019-12-16,3.38,4.75,13.17
2019-12-17,5.6,7.37,12.95
2019-12-18,3.58,4.68,12.89
2019-12-19,3.6,5.16,13.37
2019-12-20,2.53,4.39,13.44
2019-12-21,3.1,5.22,16.07
2019-12-22,3.79,3.19,14.06
2019-12-23,-0.28,4.32,13.45
2019-12-24,0.42,3.71,13.82
2019-12-25,4.57,4.88,14.86
2019-12-26,3.41,5.68,16.16
2019-12-27,2.68,5.28,13.9
2019-12-28,3.07,2.21,13.97
2019-12-29,3.71,6.57,16.26
2019-12-30,1.93,4.78,15.06
2019-12-31,1.45,3.66,14.63
2020-01-01,3.39,4.55,15.43
2020-01-02,1.05,4.53,14.53
2020-01-03,3.82,3.64,15.41
2020-01-04,-0.39,4.47,15.73
