Date,T_air,T_water,Discharge
2015-03-09,5.85,6.36,8.16
2015-03-10,5.21,6.12,7.72
2015-03-11,4.13,5.72,8.8
2015-03-12,5.46,5.64,7.34
2015-03-13,7.0,5.83,9.08
2015-03-14,5.25,5.57,8.77
2015-03-15,7.3,6.27,8.58
2015-03-16,2.41,5.99,7.75
2015-03-17,6.68,5.61,9.5
2015-03-18,5.93,6.34,8.73
2015-03-19,5.61,6.18,8.28
2015-03-20,6.22,5.59,6.99
2015-03-21,3.86,5.82,9.33
2015-03-22,6.12,6.11,10.83
2015-03-23,6.96,7.22,10.81
2015-03-24,8.45,7.03,9.18
2015-03-25,6.19,6.3,9.12
2015-03-26,5.99,7.02,10.04
2015-03-27,6.51,6.27,8.93
2015-03-28,8.35,7.59,10.03
2015-03-29,7.8,7.13,10.47
2015-03-30,6.92,7.31,10.9
2015-03-31,8.32,8.08,9.89
2015-04-01,7.97,7.15,9.87
2015-04-02,9.17,7.36,9.39
2015-04-03,7.31,7.67,9.49
2015-04-04,7.91,8.39,10.03
2015-04-05,7.99,7.43,10.56
2015-04-06,6.86,6.82,11.05
2015-04-07,9.12,7.97,9.74
2015-04-08,9.23,8.56,11.63
2015-04-09,9.08,8.96,10.27
2015-04-10,8.94,8.39,10.52
2015-04-11,7.68,8.35,10.0
2015-04-12,9.03,9.08,8.71
2015-04-13,9.28,7.99,11.41
2015-04-14,8.88,8.64,11.34
2015-04-15,9.81,9.03,10.57
2015-04-16,10.64,9.37,10.9
2015-04-17,12.57,9.41,11.31
2015-04-18,10.67,9.77,9.69
2015-04-19,10.93,8.91,10.56
2015-04-20,10.68,9.74,11.67
2015-04-21,8.63,10.02,10.07
2015-04-22,11.05,9.59,11.36
2015-04-23,11.31,10.17,10.08
2015-04-24,14.34,10.82,11.58
2015-04-25,11.31,10.57,11.22
2015-04-26,12.06,10.91,9.99
2015-04-27,11.8,10.55,12.26
2015-04-28,10.59,10.78,10.77
2015-04-29,13.52,11.4,10.75
2015-04-30,13.2,11.43,11.6
2015-05-01,13.4,11.34,12.39
2015-05-02,11.51,11.61,10.69
2015-05-03,14.43,12.11,11.59
2015-05-04,11.21,10.87,11.91
2015-05-05,13.74,12.35,12.15
2015-05-06,15.81,12.17,11.77
2015-05-07,12.14,12.38,11.36
2015-05-08,12.79,12.7,11.02
2015-05-09,13.73,11.78,11.78
2015-05-10,13.15,12.08,10.88
2015-05-11,12.03,12.13,9.42
2015-05-12,14.12,12.09,12.13
2015-05-13,12.9,13.09,12.53
2015-05-14,14.88,12.28,9.93
2015-05-15,13.34,12.41,11.04
2015-05-16,16.44,13.09,12.36
2015-05-17,13.77,12.53,13.53
2015-05-18,14.46,12.93,11.91
2015-05-19,15.95,13.47,11.33
2015-05-20,13.62,13.14,11.78
2015-05-21,15.5,13.41,13.04
2015-05-22,16.92,13.55,11.43
2015-05-23,13.55,13.01,11.32
2015-05-24,15.82,13.9,11.58
2015-05-25,16.03,14.63,11.21
2015-05-26,16.78,14.16,12.08
2015-05-27,14.47,14.16,13.29
2015-05-28,14.49,14.27,12.25
2015-05-29,16.81,13.71,11.8
2015-05-30,16.65,15.06,11.77
2015-05-31,16.71,14.61,10.75
2015-06-01,16.93,15.33,12.71
2015-06-02,15.8,14.38,11.94
2015-06-03,17.0,15.54,11.85
2015-06-04,17.18,15.26,14.55
2015-06-05,16.07,15.16,12.23
2015-06-06,19.26,15.4,11.38
2015-06-07,17.69,15.34,11.63
2015-06-08,15.78,15.79,12.88
2015-06-09,18.09,15.54,12.05
2015-06-10,16.22,14.62,10.79
2015-06-11,18.43,15.16,12.67
2015-06-12,18.96,15.77,11.38
2015-06-13,16.66,15.89,13.4
2015-06-14,18.88,15.95,12.75
2015-06-15,18.3,16.56,11.51
2015-06-16,18.87,15.44,12.88
2015-06-17,20.23,16.57,11.89
2015-06-18,17.73,15.74,12.5
2015-06-19,17.19,16.66,12.18
2015-06-20,17.1,16.22,11.09
2015-06-21,17.25,16.36,11.23
2015-06-22,18.2,15.9,12.55
2015-06-23,18.76,16.87,11.43
2015-06-24,18.74,16.87,11.35
2015-06-25,19.45,16.85,10.88
2015-06-26,18.53,16.6,11.95
2015-06-27,20.3,17.12,13.23
2015-06-28,18.29,16.57,10.7
2015-06-29,21.91,17.59,11.54
2015-06-30,19.44,17.96,12.62
2015-07-01,17.7,17.56,11.39
2015-07-02,17.48,16.66,11.78
2015-07-03,19.38,17.18,10.53
2015-07-04,18.56,16.49,11.69
2015-07-05,19.72,17.35,11.16
2015-07-06,19.45,17.37,12.05
2015-07-07,18.82,16.42,12.18
2015-07-08,17.91,16.58,13.26
2015-07-09,17.13,16.73,11.61
2015-07-10,18.43,16.71,11.36
2015-07-11,20.0,16.52,11.21
2015-07-12,19.24,17.22,10.73
2015-07-13,17.5,17.0,11.24
2015-07-14,19.21,16.89,10.68
2015-07-15,19.46,16.76,11.01
2015-07-16,17.94,17.37,11.88
2015-07-17,19.18,17.68,9.97
2015-07-18,19.06,16.86,11.63
2015-07-19,17.61,16.66,11.73
2015-07-20,19.4,17.19,10.53
2015-07-21,19.63,16.96,8.87
2015-07-22,20.24,17.21,10.03
2015-07-23,20.18,17.69,11.5
2015-07-24,17.24,16.39,10.39
2015-07-25,17.75,17.54,9.55
2015-07-26,19.46,17.13,9.89
2015-07-27,19.43,17.0,10.91
2015-07-28,19.4,17.18,10.62
2015-07-29,23.37,17.73,9.93
2015-07-30,19.4,17.01,9.77
2015-07-31,20.03,18.35,9.69
2015-08-01,19.77,17.78,9.21
2015-08-02,19.36,17.9,11.18
2015-08-03,18.16,17.92,9.57
2015-08-04,19.4,17.13,10.74
2015-08-05,17.5,17.5,10.92
2015-08-06,18.09,17.08,10.44
2015-08-07,17.74,17.37,9.23
2015-08-08,18.36,16.13,9.83
2015-08-09,20.97,17.21,9.43
2015-08-10,15.89,16.63,8.66
2015-08-11,18.89,17.08,9.58
2015-08-12,16.06,16.79,8.31
2015-08-13,17.35,16.21,10.14
2015-08-14,19.15,16.33,8.75
2015-08-15,17.85,16.52,9.22
2015-08-16,16.4,15.99,9.21
2015-08-17,16.75,16.54,8.71
2015-08-18,18.34,16.13,9.32
2015-08-19,16.56,14.96,8.41
2015-08-20,17.61,15.97,9.42
2015-08-21,17.31,15.66,7.57
2015-08-22,16.38,15.28,8.68
2015-08-23,19.64,15.7,10.07
2015-08-24,17.73,16.24,7.65
2015-08-25,14.44,16.33,7.84
2015-08-26,17.0,15.9,8.72
2015-08-27,15.88,15.37,8.38
2015-08-28,17.59,15.86,8.45
2015-08-29,15.51,15.3,8.49
2015-08-30,16.21,15.13,8.54
2015-08-31,16.85,14.96,8.85
2015-09-01,17.17,14.77,8.22
2015-09-02,14.57,15.04,7.63
2015-09-03,15.5,15.14,8.3
2015-09-04,15.21,14.9,9.21
2015-09-05,14.87,14.62,7.52
2015-09-06,17.66,14.61,6.77
2015-09-07,15.9,15.19,8.37
2015-09-08,13.78,14.13,7.32
2015-09-09,16.27,15.02,5.61
2015-09-10,17.58,14.51,7.96
2015-09-11,16.15,14.61,6.79
2015-09-12,12.95,13.94,7.07
2015-09-13,14.06,14.14,7.34
2015-09-14,16.03,14.8,7.16
2015-09-15,13.53,14.38,7.51
2015-09-16,14.77,14.51,6.53
2015-09-17,15.03,14.32,7.22
2015-09-18,12.85,13.39,6.54
2015-09-19,13.75,13.58,7.27
2015-09-20,9.79,12.82,7.11
2015-09-21,12.31,13.47,5.8
2015-09-22,13.1,12.39,7.36
2015-09-23,11.76,13.01,6.0
2015-09-24,15.07,13.22,7.01
2015-09-25,11.25,13.31,6.59
2015-09-26,12.29,12.3,7.71
2015-09-27,12.83,12.72,6.0
2015-09-28,14.25,13.49,5.84
2015-09-29,10.65,12.03,6.04
2015-09-30,13.62,11.75,5.75
2015-10-01,12.09,11.51,6.58
2015-10-02,10.74,12.3,4.58
2015-10-03,12.32,11.24,4.98
2015-10-04,11.86,11.76,4.91
2015-10-05,10.75,11.89,6.47
2015-10-06,11.4,11.7,7.02
2015-10-07,10.7,11.64,5.51
2015-10-08,11.14,11.47,5.4
2015-10-09,11.65,11.88,5.54
2015-10-10,12.6,11.1,6.36
2015-10-11,9.06,10.87,4.64
2015-10-12,12.95,11.02,5.52
2015-10-13,7.89,11.21,6.06
2015-10-14,9.9,11.09,5.63
2015-10-15,10.63,10.88,5.33
2015-10-16,10.1,11.08,5.93
2015-10-17,8.87,9.91,2.92
2015-10-18,9.21,10.89,5.58
2015-10-19,8.71,10.65,4.47
2015-10-20,8.44,10.14,3.48
2015-10-21,10.01,10.58,5.31
2015-10-22,9.27,9.14,5.96
2015-10-23,7.86,9.36,4.71
2015-10-24,9.61,9.3,5.54
2015-10-25,8.75,9.79,6.02
2015-10-26,9.21,9.06,5.75
2015-10-27,8.83,9.72,5.97
2015-10-28,6.93,9.69,5.21
2015-10-29,7.1,9.2,4.64
2015-10-30,8.52,9.02,3.27
2015-10-31,8.21,8.46,4.32
2015-11-01,7.3,8.36,3.81
2015-11-02,7.32,9.08,6.18
2015-11-03,8.57,8.93,4.28
2015-11-04,6.18,8.35,4.49
2015-11-05,7.4,8.13,4.8
2015-11-06,6.36,7.31,4.36
2015-11-07,6.2,7.52,5.66
2015-11-08,7.63,8.73,3.78
2015-11-09,7.17,7.42,4.41
2015-11-10,7.01,7.96,3.63
2015-11-11,7.46,8.3,3.15
2015-11-12,5.78,7.2,3.7
2015-11-13,6.44,7.7,4.14
2015-11-14,5.12,7.77,3.8
2015-11-15,5.74,7.28,3.57
2015-11-16,5.07,8.24,2.99
2015-11-17,5.21,6.29,4.03
2015-11-18,5.68,7.31,2.88
2015-11-19,3.85,6.55,4.68
2015-11-20,7.22,7.1,4.12
2015-11-21,3.38,6.66,2.88
2015-11-22,3.01,5.88,3.79
2015-11-23,5.73,6.32,3.43
2015-11-24,5.17,5.47,4.27
2015-11-25,4.85,6.41,5.09
2015-11-26,4.74,6.23,2.51
2015-11-27,3.86,6.21,4.1
2015-11-28,2.68,6.11,3.87
2015-11-29,3.74,5.73,4.54
2015-11-30,2.73,5.43,4.17
2015-12-01,4.6,5.07,3.4
2015-12-02,3.15,5.0,3.75
2015-12-03,2.24,5.53,3.37
2015-12-04,2.74,5.5,4.87
2015-12-05,3.52,4.82,4.03
2015-12-06,2.25,4.76,5.54
2015-12-07,1.85,4.19,3.98
2015-12-08,3.03,5.01,3.47
2015-12-09,2.95,4.78,2.84
2015-12-10,1.95,5.14,2.62
2015-12-11,1.91,3.89,2.81
2015-12-12,2.67,4.07,4.3
2015-12-13,0.57,4.05,4.51
2015-12-14,0.54,3.99,2.85
2015-12-15,1.29,3.54,4.85
2015-12-16,1.82,3.25,3.77
2015-12-17,2.38,4.0,4.29
2015-12-18,3.71,4.13,5.49
2015-12-19,2.9,3.55,4.94
2015-12-20,1.61,4.36,4.03
2015-12-21,1.72,4.22,3.55
2015-12-22,0.48,3.6,2.57
2015-12-23,1.6,3.54,3.74
2015-12-24,1.22,3.65,4.17
2015-12-25,1.9,3.1,3.58
2015-12-26,0.47,3.3,4.3
2015-12-27,2.04,2.47,4.49
2015-12-28,3.21,3.87,4.28
2015-12-29,1.2,2.81,3.98
2015-12-30,1.77,4.03,4.67
2015-12-31,2.08,3.34,4.92
2016-01-01,0.73,3.25,3.73
2016-01-02,1.45,3.06,5.77
2016-01-03,1.17,3.14,4.6
2016-01-04,1.24,3.78,4.73
2016-01-05,0.17,2.06,5.32
2016-01-06,1.11,3.54,4.98
2016-01-07,1.66,3.21,5.6
2016-01-08,2.79,2.76,5.11
2016-01-09,2.18,2.89,4.43
2016-01-10,3.6,4.23,5.26
2016-01-11,0.09,2.95,4.1
2016-01-12,2.05,2.92,5.15
2016-01-13,1.22,3.77,5.08
2016-01-14,3.63,3.69,4.99
2016-01-15,0.03,2.95,5.1
2016-01-16,-0.0,3.21,3.75
2016-01-17,0.29,2.58,4.86
2016-01-18,-1.52,3.1,5.43
2016-01-19,0.41,3.04,5.53
2016-01-20,0.14,2.75,4.64
2016-01-21,1.25,2.75,6.52
2016-01-22,1.5,3.4,4.87
2016-01-23,3.37,2.99,6.4
2016-01-24,2.28,2.65,6.02
2016-01-25,0.48,3.19,5.22
2016-01-26,0.12,3.71,7.21
2016-01-27,1.82,2.55,4.89
2016-01-28,-0.31,2.63,6.64
2016-01-29,3.51,3.25,6.77
2016-01-30,2.77,3.23,5.49
2016-01-31,0.83,2.77,7.2
2016-02-01,-0.62,3.36,5.95
2016-02-02,3.11,4.08,6.44
2016-02-03,1.4,3.23,6.48
2016-02-04,3.08,2.98,6.22
2016-02-05,-0.26,2.49,7.04
2016-02-06,0.99,3.17,7.09
2016-02-07,1.78,3.56,5.12
2016-02-08,1.89,3.37,7.63
2016-02-09,1.36,3.16,5.32
2016-02-10,2.72,3.08,7.54
2016-02-11,0.76,2.77,7.68
2016-02-12,1.95,3.6,5.97
2016-02-13,2.34,3.72,6.58
2016-02-14,2.89,2.88,6.09
2016-02-15,3.21,4.29,6.87
2016-02-16,1.08,3.77,6.87
2016-02-17,0.68,3.95,7.8
2016-02-18,4.14,3.14,8.3
2016-02-19,3.09,3.25,8.43
2016-02-20,1.89,3.69,6.93
2016-02-21,4.74,4.26,7.28
2016-02-22,3.12,4.84,6.17
2016-02-23,4.49,4.63,6.94
2016-02-24,3.26,4.29,8.43
2016-02-25,5.75,4.31,9.02
2016-02-26,5.49,5.46,6.81
2016-02-27,3.19,4.52,7.39
2016-02-28,4.76,5.69,7.91
2016-02-29,4.48,5.01,8.22
2016-03-01,5.46,5.95,7.42
2016-03-02,2.77,5.42,8.48
2016-03-03,4.87,5.2,7.83
2016-03-04,5.43,5.21,8.26
2016-03-05,2.17,5.03,8.78
2016-03-06,2.98,5.22,8.42
2016-03-07,2.08,4.87,8.13
2016-03-08,4.32,4.7,8.46
2016-03-09,5.63,5.1,8.55
2016-03-10,6.7,5.53,8.39
2016-03-11,5.12,4.74,8.55
2016-03-12,7.11,6.09,10.1
2016-03-13,3.63,5.36,9.34
2016-03-14,3.38,5.14,8.72
2016-03-15,5.49,5.04,9.58
2016-03-16,6.15,5.18,8.82
2016-03-17,5.79,5.46,10.09
2016-03-18,3.49,5.54,9.52
2016-03-19,6.0,6.75,9.2
2016-03-20,4.68,5.73,9.71
2016-03-21,7.19,6.28,8.16
2016-03-22,6.97,6.57,8.58
2016-03-23,5.54,6.47,8.59
2016-03-24,6.2,6.47,9.72
2016-03-25,5.69,6.03,11.05
2016-03-26,7.03,7.25,11.52
2016-03-27,8.4,7.7,10.3
2016-03-28,6.22,6.31,10.25
2016-03-29,8.16,6.8,8.47
2016-03-30,7.07,7.17,9.54
2016-03-31,6.9,6.93,9.4
2016-04-01,7.87,7.66,9.6
2016-04-02,6.91,7.18,10.02
2016-04-03,7.64,8.43,9.83
2016-04-04,7.02,8.05,8.68
2016-04-05,10.97,8.14,10.92
2016-04-06,8.81,8.62,9.52
2016-04-07,8.08,8.69,10.63
2016-04-08,9.33,8.2,12.15
2016-04-09,9.09,8.23,9.81
2016-04-10,9.12,8.7,8.57
2016-04-11,10.27,9.24,10.42
2016-04-12,10.6,9.19,11.58
2016-04-13,9.21,8.54,12.31
2016-04-14,9.31,8.89,9.81
2016-04-15,9.82,9.28,11.24
2016-04-16,7.55,9.09,10.52
2016-04-17,8.65,9.88,10.86
2016-04-18,12.26,8.94,13.1
2016-04-19,12.75,10.1,9.83
2016-04-20,10.63,10.59,11.28
2016-04-21,11.77,11.11,11.5
2016-04-22,11.61,10.21,12.03
2016-04-23,15.08,11.12,11.28
2016-04-24,12.89,11.36,11.49
2016-04-25,11.54,11.22,10.97
2016-04-26,10.7,11.02,11.54
2016-04-27,10.07,11.08,11.09
2016-04-28,12.39,10.05,11.9
2016-04-29,11.39,11.34,11.14
2016-04-30,10.74,11.05,11.77
2016-05-01,11.82,10.98,11.48
2016-05-02,11.45,11.9,12.44
2016-05-03,14.92,11.24,11.53
2016-05-04,14.1,11.61,10.18
2016-05-05,13.17,12.68,12.64
2016-05-06,15.1,11.88,10.93
2016-05-07,13.56,12.09,11.16
2016-05-08,12.58,12.22,11.23
2016-05-09,15.58,12.94,12.83
2016-05-10,14.54,12.84,10.05
2016-05-11,12.79,12.16,14.29
2016-05-12,13.94,12.54,12.65
2016-05-13,13.26,12.49,12.0
2016-05-14,12.78,12.62,11.8
2016-05-15,15.69,13.11,12.09
2016-05-16,17.0,13.5,12.3
2016-05-17,13.16,12.51,12.41
2016-05-18,15.65,13.84,12.36
2016-05-19,14.32,13.52,12.0
2016-05-20,14.64,14.02,11.78
2016-05-21,14.64,13.68,11.83
2016-05-22,14.44,13.95,11.8
2016-05-23,15.66,13.85,12.88
2016-05-24,14.72,14.22,12.45
2016-05-25,16.16,14.07,9.63
2016-05-26,15.89,13.95,12.51
2016-05-27,15.78,15.0,12.15
2016-05-28,15.09,14.44,11.98
2016-05-29,15.6,14.38,11.69
2016-05-30,17.31,13.89,12.9
2016-05-31,17.11,14.08,12.76
2016-06-01,15.45,14.68,11.38
2016-06-02,16.84,14.75,12.32
2016-06-03,17.73,14.67,11.21
2016-06-04,14.92,14.83,10.88
2016-06-05,17.67,15.61,11.48
2016-06-06,16.32,15.27,12.66
2016-06-07,17.9,14.73,12.73
2016-06-08,16.39,15.13,12.37
2016-06-09,15.23,14.71,12.52
2016-06-10,15.53,14.78,12.34
2016-06-11,17.62,14.95,11.41
2016-06-12,17.96,15.11,12.25
2016-06-13,16.64,14.8,12.53
2016-06-14,18.57,15.48,12.48
2016-06-15,15.89,15.19,12.81
2016-06-16,17.88,14.37,12.4
2016-06-17,16.57,16.32,12.1
2016-06-18,17.31,15.99,12.65
2016-06-19,18.22,15.56,11.75
2016-06-20,17.19,15.72,11.04
2016-06-21,17.83,15.33,11.59
2016-06-22,19.56,16.75,11.1
2016-06-23,17.71,16.85,11.13
2016-06-24,19.46,16.37,11.53
2016-06-25,17.15,16.63,10.98
2016-06-26,19.2,16.46,11.34
2016-06-27,20.34,16.14,10.04
2016-06-28,15.68,16.19,11.69
2016-06-29,17.74,16.38,11.49
2016-06-30,19.42,16.33,10.8
2016-07-01,18.52,16.47,11.94
2016-07-02,19.25,16.65,12.13
2016-07-03,18.11,16.62,10.06
2016-07-04,18.96,16.75,10.7
2016-07-05,18.7,16.34,10.65
2016-07-06,20.31,16.7,10.47
2016-07-07,19.24,16.53,11.85
2016-07-08,19.35,17.5,10.99
2016-07-09,18.47,16.22,10.89
2016-07-10,18.39,17.47,9.45
2016-07-11,18.47,17.53,11.52
2016-07-12,19.47,16.94,9.97
2016-07-13,18.49,15.98,10.97
2016-07-14,19.35,16.95,11.09
2016-07-15,21.49,17.38,11.91
2016-07-16,20.04,17.1,9.73
2016-07-17,18.6,17.2,8.31
2016-07-18,20.42,18.16,10.82
2016-07-19,18.48,17.7,12.06
2016-07-20,16.51,16.73,11.56
2016-07-21,17.73,16.32,10.68
2016-07-22,16.68,16.59,10.07
2016-07-23,18.48,16.64,11.05
2016-07-24,18.9,16.98,9.57
2016-07-25,20.86,16.86,10.68
2016-07-26,19.21,17.32,10.64
2016-07-27,18.52,17.84,11.03
2016-07-28,19.74,17.51,12.33
2016-07-29,16.06,16.81,10.38
2016-07-30,18.95,16.81,9.6
2016-07-31,19.55,16.85,9.92
2016-08-01,16.81,17.23,8.47
2016-08-02,19.91,16.69,9.27
2016-08-03,18.89,16.98,9.43
2016-08-04,17.93,16.89,9.28
2016-08-05,19.14,16.74,9.76
2016-08-06,21.04,16.67,8.92
2016-08-07,18.48,17.28,10.41
2016-08-08,18.49,17.08,9.45
2016-08-09,17.58,17.15,9.38
2016-08-10,17.04,16.54,9.06
2016-08-11,18.99,17.3,9.38
2016-08-12,16.89,16.27,9.85
2016-08-13,17.93,17.26,8.43
2016-08-14,17.2,15.76,8.53
2016-08-15,18.26,16.65,8.75
2016-08-16,18.01,16.66,7.84
2016-08-17,18.77,16.23,8.2
2016-08-18,16.83,16.56,8.41
2016-08-19,17.02,16.78,9.42
2016-08-20,16.08,15.17,8.86
2016-08-21,16.63,16.15,8.74
2016-08-22,17.52,14.96,9.2
2016-08-23,17.88,15.62,8.34
2016-08-24,15.77,16.45,8.69
2016-08-25,17.82,15.64,8.23
2016-08-26,18.3,15.51,8.45
2016-08-27,17.06,15.85,7.71
2016-08-28,18.71,16.92,6.15
2016-08-29,15.42,15.09,7.93
2016-08-30,14.75,15.1,9.1
2016-08-31,13.99,15.77,8.64
2016-09-01,17.81,16.08,8.6
2016-09-02,16.68,15.29,8.75
2016-09-03,15.71,14.73,7.76
2016-09-04,15.99,16.0,7.78
2016-09-05,14.19,15.52,7.06
2016-09-06,18.35,15.43,7.23
2016-09-07,15.45,14.71,7.91
2016-09-08,15.3,14.9,8.31
2016-09-09,15.91,14.82,7.17
2016-09-10,15.48,14.94,6.85
2016-09-11,15.05,15.28,7.15
2016-09-12,13.7,14.79,7.56
2016-09-13,15.08,13.95,5.86
2016-09-14,16.63,15.07,5.11
2016-09-15,15.85,14.67,6.44
2016-09-16,16.01,14.86,5.84
2016-09-17,13.35,14.88,6.34
2016-09-18,12.64,13.53,6.56
2016-09-19,13.53,13.78,6.25
2016-09-20,13.61,13.45,7.72
2016-09-21,14.71,13.05,6.75
2016-09-22,11.22,13.41,6.67
2016-09-23,14.95,14.38,6.86
2016-09-24,12.78,12.47,5.39
2016-09-25,12.31,12.99,7.07
2016-09-26,11.46,12.98,6.12
2016-09-27,10.54,12.43,6.65
2016-09-28,13.36,12.38,5.2
2016-09-29,12.31,11.82,4.75
2016-09-30,10.52,12.14,6.59
2016-10-01,10.37,11.49,6.18
2016-10-02,11.37,10.81,5.1
2016-10-03,13.62,12.34,5.07
2016-10-04,11.15,12.11,6.61
2016-10-05,9.51,11.43,4.7
2016-10-06,10.86,11.39,6.91
2016-10-07,10.68,11.62,4.82
2016-10-08,7.61,10.81,6.0
2016-10-09,10.63,11.05,5.17
2016-10-10,10.26,10.5,5.86
2016-10-11,11.22,11.2,4.89
2016-10-12,12.45,10.99,5.15
2016-10-13,11.43,10.98,5.26
2016-10-14,9.6,10.21,4.38
2016-10-15,8.44,10.54,5.72
2016-10-16,12.7,10.35,4.67
2016-10-17,9.53,10.27,4.85
2016-10-18,9.32,10.04,4.19
2016-10-19,9.12,9.78,2.89
2016-10-20,9.23,10.93,4.75
2016-10-21,8.67,10.44,6.79
2016-10-22,8.0,10.45,5.44
2016-10-23,7.88,8.99,4.76
2016-10-24,8.34,9.39,4.52
2016-10-25,7.58,8.65,4.71
2016-10-26,7.22,8.68,5.09
2016-10-27,8.05,8.51,3.67
2016-10-28,7.47,9.24,5.47
2016-10-29,9.43,8.7,5.12
2016-10-30,4.3,8.78,5.09
2016-10-31,8.64,8.68,4.83
2016-11-01,8.68,9.43,4.46
2016-11-02,4.55,7.49,4.95
2016-11-03,6.48,8.45,4.86
2016-11-04,6.3,8.27,4.07
2016-11-05,4.91,7.14,3.87
2016-11-06,5.52,7.76,4.38
2016-11-07,4.98,7.29,5.52
2016-11-08,8.28,7.28,3.26
2016-11-09,7.16,7.1,3.05
2016-11-10,7.42,7.22,4.34
2016-11-11,6.63,8.29,4.23
2016-11-12,4.27,7.17,4.3
2016-11-13,4.86,7.29,4.34
2016-11-14,5.94,6.62,3.95
2016-11-15,3.76,6.34,5.3
2016-11-16,5.95,7.1,2.82
2016-11-17,4.68,5.99,3.42
2016-11-18,4.39,6.21,3.99
2016-11-19,5.56,6.4,2.74
2016-11-20,5.12,6.39,3.9
2016-11-21,4.03,6.1,5.36
2016-11-22,5.73,6.39,4.04
2016-11-23,2.92,6.23,4.2
2016-11-24,4.84,6.23,3.01
2016-11-25,4.7,5.52,3.52
2016-11-26,3.5,5.63,3.7
2016-11-27,4.15,6.16,3.75
2016-11-28,2.15,5.75,5.03
2016-11-29,4.65,4.89,4.45
2016-11-30,3.21,5.45,3.11
2016-12-01,2.7,4.34,4.2
2016-12-02,4.48,5.22,4.4
2016-12-03,2.28,5.76,4.92
2016-12-04,1.34,4.33,5.28
2016-12-05,1.06,4.09,3.21
2016-12-06,3.56,4.8,3.38
2016-12-07,1.21,3.65,3.03
2016-12-08,4.76,4.24,3.86
2016-12-09,0.06,4.37,4.44
2016-12-10,4.51,4.1,4.86
2016-12-11,2.65,4.22,4.03
2016-12-12,2.2,4.53,3.85
2016-12-13,1.58,4.25,4.24
2016-12-14,2.63,4.2,3.47
2016-12-15,2.03,3.88,5.83
2016-12-16,3.33,4.26,2.89
2016-12-17,2.07,4.0,4.34
2016-12-18,2.05,4.17,5.84
2016-12-19,1.37,3.65,4.25
2016-12-20,1.67,3.7,4.11
2016-12-21,2.05,3.36,4.0
2016-12-22,-0.43,3.43,4.17
2016-12-23,-0.05,2.89,5.44
2016-12-24,2.41,2.88,2.6
2016-12-25,1.67,3.43,5.63
2016-12-26,1.2,3.36,3.29
2016-12-27,1.39,3.56,4.25
2016-12-28,1.75,3.1,4.15
2016-12-29,0.64,3.32,5.0
2016-12-30,0.32,3.24,3.29
2016-12-31,1.45,3.22,4.97
2017-01-01,0.04,2.56,6.22
2017-01-02,1.67,3.02,3.55
2017-01-03,-0.89,2.85,4.83
